
> First Solve, disconnected reactive stages
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
2018-07-06 15:31:24 - Elapsed time from last log
Elapsed time: 0:00:09
============================================================================================================

> Working on adjusting stage 6 temperature to 240.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-81.1				1.1885	0.4578	0.0254		1.0954

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		149.4	0.000	0.0000	0.000		2.7673	0.5919	0.0000		20.000
NON-react[2]		175.8	0.000	0.0000	0.000		2.9014	0.5338	0.0000		20.000
NON-react[3]		196.9	0.000	0.0000	0.000		2.8433	0.4423	0.0000		20.000
React-ive[4]		220.0	-29.3	0.2374	0.466		2.7518	0.1468	0.0367		20.000
NON-react[5]		225.3	0.000	0.0000	0.000		1.9535	0.0891	0.0000		20.000
React-ive[6]		240.0	-45.7	0.3225	0.643		1.8958	0.0291	0.0000		20.000
React-ive[7]		220.0	-43.1	0.2656	0.594		1.4460	0.0078	0.0182		20.000
React-ive[8]		220.0	-43.2	0.2659	0.687		0.9582	0.0128	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2659	0.814		0.4790	0.0188	0.0000		20.000
NON-react[10]		224.8	0.000	0.0000	0.000		0.0009	0.0198	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	1.868				0.0019	0.0179			20.000
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:31:37 - Elapsed time from last log
Elapsed time: 0:00:13
============================================================================================================

> Working on adjusting stage 7 temperature to 240.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-84.7				1.1347	0.5268	0.0292		1.1279

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		147.8	0.000	0.0000	0.000		2.8189	0.6794	0.0000		20.000
NON-react[2]		174.0	0.000	0.0000	0.000		2.9715	0.6135	0.0000		20.000
NON-react[3]		195.8	0.000	0.0000	0.000		2.9055	0.5107	0.0000		20.000
React-ive[4]		220.0	-27.2	0.2321	0.479		2.8027	0.1650	0.0412		20.000
NON-react[5]		225.8	0.000	0.0000	0.000		1.9486	0.1040	0.0000		20.000
React-ive[6]		240.0	-43.1	0.2950	0.656		1.8876	0.0473	0.0000		20.000
React-ive[7]		240.0	-46.6	0.3142	0.711		1.3890	0.0067	0.0156		20.000
React-ive[8]		220.0	-43.2	0.2659	0.687		0.9585	0.0114	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2659	0.814		0.4790	0.0174	0.0000		20.000
NON-react[10]		224.8	0.000	0.0000	0.000		0.0008	0.0183	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	1.716				0.0017	0.0165			20.000
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:31:52 - Elapsed time from last log
Elapsed time: 0:00:15
============================================================================================================

> Working on adjusting stage 8 temperature to 245.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-88.0				1.1218	0.6056	0.0336		1.1421

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		146.3	0.000	0.0000	0.000		2.9033	0.7771	0.0000		20.000
NON-react[2]		172.5	0.000	0.0000	0.000		3.0748	0.7040	0.0000		20.000
NON-react[3]		194.8	0.000	0.0000	0.000		3.0017	0.5889	0.0000		20.000
React-ive[4]		220.0	-24.7	0.2282	0.486		2.8866	0.1797	0.0449		20.000
NON-react[5]		225.3	0.000	0.0000	0.000		1.9651	0.1105	0.0000		20.000
React-ive[6]		240.0	-42.0	0.2868	0.672		1.8959	0.0482	0.0000		20.000
React-ive[7]		240.0	-44.1	0.2877	0.734		1.3763	0.0080	0.0188		20.000
React-ive[8]		245.0	-46.7	0.3107	0.817		0.8991	0.0029	0.0000		20.000
React-ive[9]		220.0	-43.3	0.2660	0.815		0.4781	0.0092	0.0000		20.000
NON-react[10]		224.6	0.000	0.0000	0.000		0.0004	0.0097	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.930				0.0009	0.0088			20.000
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:32:14 - Elapsed time from last log
Elapsed time: 0:00:22
============================================================================================================

> Working on adjusting stage 9 temperature to 250.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-90.4				1.1524	0.6850	0.0380		1.1370

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		144.9	0.000	0.0000	0.000		3.0125	0.8722	0.0000		20.000
NON-react[2]		171.3	0.000	0.0000	0.000		3.1997	0.7931	0.0000		20.000
NON-react[3]		194.0	0.000	0.0000	0.000		3.1206	0.6650	0.0000		20.000
React-ive[4]		220.0	-22.5	0.2257	0.485		2.9925	0.1927	0.0481		20.000
NON-react[5]		224.8	0.000	0.0000	0.000		2.0061	0.1149	0.0000		20.000
React-ive[6]		240.0	-41.5	0.2843	0.678		1.9284	0.0487	0.0000		20.000
React-ive[7]		240.0	-43.5	0.2825	0.745		1.4000	0.0081	0.0189		20.000
React-ive[8]		245.0	-44.5	0.2889	0.836		0.9128	0.0039	0.0000		20.000
React-ive[9]		250.0	-45.0	0.2941	0.922		0.4518	0.0022	0.0000		20.000
NON-react[10]		252.4	0.000	0.0000	0.000		0.0001	0.0023	0.0000		19.999

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.183				0.0001	0.0021			19.999
------------------------------------------------------------------------------------------------------------
============================================================================================================
2018-07-06 15:33:00 - Elapsed time from last log
Elapsed time: 0:00:46
============================================================================================================
Initialization Complete
Please check the logs for details
============================================================================================================
2018-07-06 15:33:09 - End Program
Elapsed time: 0:15:30
============================================================================================================
